"Fecha aplicación","Año","Cod_Territorio","Nom_Territorio","Cantidad_dosis_aplicadas","fecha_corte"
"2021-03-08","2021","50","Meta","599","2023-02-28"
"2021-03-08","2021","52","Nariño","1.457","2023-02-28"
"2021-03-08","2021","54","Norte de Santander","945","2023-02-28"
"2021-03-08","2021","86","Putumayo","184","2023-02-28"
"2021-03-08","2021","63","Quindío","396","2023-02-28"
"2021-03-08","2021","66","Risaralda","697","2023-02-28"
"2021-03-08","2021","88","San Andrés y Providencia","96","2023-02-28"
"2021-03-08","2021","68","Santander","1.521","2023-02-28"
"2021-03-08","2021","70","Sucre","236","2023-02-28"
"2021-03-08","2021","73","Tolima","635","2023-02-28"
"2021-03-08","2021","76","Valle del Cauca","1.774","2023-02-28"
"2021-03-08","2021","76109","Buenaventura","87","2023-02-28"
"2021-03-08","2021","97","Vaupés","318","2023-02-28"
"2021-03-08","2021","99","Vichada","22","2023-02-28"
"2021-03-09","2021","91","Amazonas","1.215","2023-02-28"
"2021-03-09","2021","05","Antioquia","7.358","2023-02-28"
"2021-03-09","2021","81","Arauca","49","2023-02-28"
"2021-03-09","2021","08","Atlántico","1.845","2023-02-28"
"2021-03-09","2021","08001","Barranquilla","2.037","2023-02-28"
"2021-03-09","2021","11","Bogotá","20.183","2023-02-28"
"2021-03-09","2021","13","Bolívar","45","2023-02-28"
"2021-03-09","2021","13001","Cartagena","1.612","2023-02-28"
"2021-03-09","2021","15","Boyacá","1.191","2023-02-28"
"2021-03-09","2021","17","Caldas","672","2023-02-28"
"2021-03-09","2021","18","Caquetá","273","2023-02-28"
"2021-03-09","2021","85","Casanare","623","2023-02-28"
"2021-03-09","2021","19","Cauca","343","2023-02-28"
"2021-03-09","2021","20","Cesar","1.003","2023-02-28"
"2021-03-09","2021","27","Chocó","9","2023-02-28"
"2021-03-09","2021","23","Córdoba","1.290","2023-02-28"
"2021-03-09","2021","25","Cundinamarca","7.458","2023-02-28"
"2021-03-09","2021","94","Guainía","318","2023-02-28"
"2021-03-09","2021","95","Guaviare","100","2023-02-28"
"2021-03-09","2021","41","Huila","574","2023-02-28"
"2021-03-09","2021","44","La Guajira","450","2023-02-28"
"2021-03-09","2021","47","Magdalena","351","2023-02-28"
"2021-03-09","2021","47001","Santa Marta","983","2023-02-28"
"2021-03-09","2021","50","Meta","624","2023-02-28"
"2021-03-09","2021","52","Nariño","1.095","2023-02-28"
"2021-03-09","2021","54","Norte de Santander","1.609","2023-02-28"
"2021-03-09","2021","86","Putumayo","88","2023-02-28"
"2021-03-09","2021","63","Quindío","1.038","2023-02-28"
"2021-03-09","2021","66","Risaralda","1.223","2023-02-28"
"2021-03-09","2021","88","San Andrés y Providencia","45","2023-02-28"
"2021-03-09","2021","68","Santander","951","2023-02-28"
"2021-03-09","2021","70","Sucre","436","2023-02-28"
"2021-03-09","2021","73","Tolima","511","2023-02-28"
"2021-03-09","2021","76","Valle del Cauca","3.456","2023-02-28"
"2021-03-09","2021","76109","Buenaventura","118","2023-02-28"
"2021-03-09","2021","97","Vaupés","188","2023-02-28"
"2021-03-10","2021","91","Amazonas","579","2023-02-28"
"2021-03-10","2021","05","Antioquia","9.036","2023-02-28"
"2021-03-10","2021","81","Arauca","86","2023-02-28"
"2021-03-10","2021","08","Atlántico","1.785","2023-02-28"
"2021-03-10","2021","08001","Barranquilla","2.521","2023-02-28"
"2021-03-10","2021","11","Bogotá","16.824","2023-02-28"
"2021-03-10","2021","13","Bolívar","214","2023-02-28"
"2021-03-10","2021","13001","Cartagena","1.246","2023-02-28"
"2021-03-10","2021","15","Boyacá","3.227","2023-02-28"
"2021-03-10","2021","17","Caldas","2.109","2023-02-28"
"2021-03-10","2021","18","Caquetá","272","2023-02-28"
"2021-03-10","2021","85","Casanare","764","2023-02-28"
"2021-03-10","2021","19","Cauca","129","2023-02-28"
"2021-03-10","2021","20","Cesar","623","2023-02-28"
"2021-03-10","2021","27","Chocó","175","2023-02-28"
"2021-03-10","2021","23","Córdoba","847","2023-02-28"
"2021-03-10","2021","25","Cundinamarca","7.691","2023-02-28"
"2021-03-10","2021","94","Guainía","365","2023-02-28"
"2021-03-10","2021","95","Guaviare","38","2023-02-28"
"2021-03-10","2021","41","Huila","1.176","2023-02-28"
"2021-03-10","2021","44","La Guajira","419","2023-02-28"
"2021-03-10","2021","47","Magdalena","921","2023-02-28"
"2021-03-10","2021","47001","Santa Marta","1.288","2023-02-28"
"2021-03-10","2021","50","Meta","784","2023-02-28"
"2021-03-10","2021","52","Nariño","1.223","2023-02-28"
"2021-03-10","2021","54","Norte de Santander","1.057","2023-02-28"
"2021-03-10","2021","86","Putumayo","35","2023-02-28"
"2021-03-10","2021","63","Quindío","1.205","2023-02-28"
"2021-03-10","2021","66","Risaralda","4.074","2023-02-28"
"2021-03-10","2021","88","San Andrés y Providencia","86","2023-02-28"
"2021-03-10","2021","68","Santander","2.613","2023-02-28"
"2021-03-10","2021","70","Sucre","790","2023-02-28"
"2021-03-10","2021","73","Tolima","1.040","2023-02-28"
"2021-03-10","2021","76","Valle del Cauca","8.835","2023-02-28"
"2021-03-10","2021","76109","Buenaventura","70","2023-02-28"
"2021-03-10","2021","97","Vaupés","383","2023-02-28"
"2021-03-10","2021","99","Vichada","117","2023-02-28"
"2021-03-11","2021","91","Amazonas","187","2023-02-28"
"2021-03-11","2021","05","Antioquia","23.105","2023-02-28"
"2021-03-11","2021","81","Arauca","216","2023-02-28"
"2021-03-11","2021","08","Atlántico","1.855","2023-02-28"
"2021-03-11","2021","08001","Barranquilla","2.973","2023-02-28"
"2021-03-11","2021","11","Bogotá","24.445","2023-02-28"
"2021-03-11","2021","13","Bolívar","2.228","2023-02-28"
"2021-03-11","2021","13001","Cartagena","1.930","2023-02-28"
"2021-03-11","2021","15","Boyacá","5.203","2023-02-28"
"2021-03-11","2021","17","Caldas","7.082","2023-02-28"
"2021-03-11","2021","18","Caquetá","319","2023-02-28"
"2021-03-11","2021","85","Casanare","607","2023-02-28"
"2021-03-11","2021","19","Cauca","991","2023-02-28"
"2021-03-11","2021","20","Cesar","1.195","2023-02-28"
"2021-03-11","2021","27","Chocó","208","2023-02-28"
"2021-03-11","2021","23","Córdoba","2.127","2023-02-28"
"2021-03-11","2021","25","Cundinamarca","8.181","2023-02-28"
"2021-03-11","2021","94","Guainía","366","2023-02-28"
"2021-03-11","2021","95","Guaviare","8","2023-02-28"
"2021-03-11","2021","41","Huila","1.647","2023-02-28"
"2021-03-11","2021","44","La Guajira","704","2023-02-28"
"2021-03-11","2021","47","Magdalena","1.035","2023-02-28"
"2021-03-11","2021","47001","Santa Marta","836","2023-02-28"
"2021-03-11","2021","50","Meta","1.539","2023-02-28"
"2021-03-11","2021","52","Nariño","4.171","2023-02-28"
"2021-03-11","2021","54","Norte de Santander","1.383","2023-02-28"
"2021-03-11","2021","86","Putumayo","222","2023-02-28"
"2021-03-11","2021","63","Quindío","1.126","2023-02-28"
"2021-03-11","2021","66","Risaralda","4.745","2023-02-28"
"2021-03-11","2021","88","San Andrés y Providencia","155","2023-02-28"
"2021-03-11","2021","68","Santander","5.755","2023-02-28"
"2021-03-11","2021","70","Sucre","1.374","2023-02-28"
"2021-03-11","2021","73","Tolima","1.697","2023-02-28"
"2021-03-11","2021","76","Valle del Cauca","9.425","2023-02-28"
"2021-03-11","2021","76109","Buenaventura","66","2023-02-28"
"2021-03-11","2021","97","Vaupés","504","2023-02-28"
"2021-03-11","2021","99","Vichada","3","2023-02-28"
"2021-03-12","2021","91","Amazonas","20","2023-02-28"
"2021-03-12","2021","05","Antioquia","18.040","2023-02-28"
"2021-03-12","2021","81","Arauca","197","2023-02-28"
"2021-03-12","2021","08","Atlántico","1.272","2023-02-28"
"2021-03-12","2021","08001","Barranquilla","3.007","2023-02-28"
"2021-03-12","2021","11","Bogotá","18.874","2023-02-28"
"2021-03-12","2021","13","Bolívar","2.476","2023-02-28"
"2021-03-12","2021","13001","Cartagena","1.914","2023-02-28"
"2021-03-12","2021","15","Boyacá","4.393","2023-02-28"
"2021-03-12","2021","17","Caldas","2.924","2023-02-28"
"2021-03-12","2021","18","Caquetá","498","2023-02-28"
"2021-03-12","2021","85","Casanare","374","2023-02-28"
"2021-03-12","2021","19","Cauca","1.867","2023-02-28"
"2021-03-12","2021","20","Cesar","2.004","2023-02-28"
"2021-03-12","2021","27","Chocó","239","2023-02-28"
"2021-03-12","2021","23","Córdoba","2.168","2023-02-28"
"2021-03-12","2021","25","Cundinamarca","6.189","2023-02-28"
"2021-03-12","2021","94","Guainía","272","2023-02-28"
"2021-03-12","2021","95","Guaviare","15","2023-02-28"
"2021-03-12","2021","41","Huila","1.749","2023-02-28"
"2021-03-12","2021","44","La Guajira","968","2023-02-28"
"2021-03-12","2021","47","Magdalena","1.366","2023-02-28"
"2021-03-12","2021","47001","Santa Marta","1.126","2023-02-28"
"2021-03-12","2021","50","Meta","1.645","2023-02-28"
"2021-03-12","2021","52","Nariño","4.440","2023-02-28"
"2021-03-12","2021","54","Norte de Santander","2.255","2023-02-28"
"2021-03-12","2021","86","Putumayo","164","2023-02-28"
"2021-03-12","2021","63","Quindío","951","2023-02-28"
"2021-03-12","2021","66","Risaralda","3.621","2023-02-28"
"2021-03-12","2021","88","San Andrés y Providencia","41","2023-02-28"
"2021-03-12","2021","68","Santander","7.004","2023-02-28"
"2021-03-12","2021","70","Sucre","1.313","2023-02-28"
"2021-03-12","2021","73","Tolima","4.000","2023-02-28"
"2021-03-12","2021","76","Valle del Cauca","10.308","2023-02-28"
"2021-03-12","2021","76109","Buenaventura","70","2023-02-28"
"2021-03-12","2021","97","Vaupés","346","2023-02-28"
"2021-03-12","2021","99","Vichada","22","2023-02-28"
"2021-03-13","2021","91","Amazonas","21","2023-02-28"
"2021-03-13","2021","05","Antioquia","12.335","2023-02-28"
"2021-03-13","2021","81","Arauca","107","2023-02-28"
"2021-03-13","2021","08","Atlántico","1.822","2023-02-28"
"2021-03-13","2021","08001","Barranquilla","3.003","2023-02-28"
"2021-03-13","2021","11","Bogotá","16.835","2023-02-28"
"2021-03-13","2021","13","Bolívar","2.277","2023-02-28"
"2021-03-13","2021","13001","Cartagena","1.806","2023-02-28"
"2021-03-13","2021","15","Boyacá","3.392","2023-02-28"
"2021-03-13","2021","17","Caldas","3.351","2023-02-28"
"2021-03-13","2021","18","Caquetá","205","2023-02-28"
"2021-03-13","2021","85","Casanare","274","2023-02-28"
"2021-03-13","2021","19","Cauca","2.098","2023-02-28"
"2021-03-13","2021","20","Cesar","1.469","2023-02-28"
"2021-03-13","2021","27","Chocó","426","2023-02-28"
"2021-03-13","2021","23","Córdoba","2.866","2023-02-28"
"2021-03-13","2021","25","Cundinamarca","3.320","2023-02-28"
"2021-03-13","2021","94","Guainía","104","2023-02-28"
"2021-03-13","2021","41","Huila","1.226","2023-02-28"
"2021-03-13","2021","44","La Guajira","664","2023-02-28"
"2021-03-13","2021","47","Magdalena","1.077","2023-02-28"
"2021-03-13","2021","47001","Santa Marta","910","2023-02-28"
"2021-03-13","2021","50","Meta","1.772","2023-02-28"
"2021-03-13","2021","52","Nariño","3.783","2023-02-28"
"2021-03-13","2021","54","Norte de Santander","2.410","2023-02-28"
"2021-03-13","2021","86","Putumayo","86","2023-02-28"
"2021-03-13","2021","63","Quindío","1.362","2023-02-28"
"2021-03-13","2021","66","Risaralda","2.642","2023-02-28"
"2021-03-13","2021","88","San Andrés y Providencia","18","2023-02-28"
"2021-03-13","2021","68","Santander","5.002","2023-02-28"
"2021-03-13","2021","70","Sucre","841","2023-02-28"
"2021-03-13","2021","73","Tolima","3.093","2023-02-28"
"2021-03-13","2021","76","Valle del Cauca","10.550","2023-02-28"
"2021-03-13","2021","76109","Buenaventura","96","2023-02-28"
"2021-03-13","2021","97","Vaupés","242","2023-02-28"
"2021-03-14","2021","05","Antioquia","7.100","2023-02-28"
"2021-03-14","2021","81","Arauca","9","2023-02-28"
"2021-03-14","2021","08","Atlántico","1.131","2023-02-28"
"2021-03-14","2021","08001","Barranquilla","1.324","2023-02-28"
"2021-03-14","2021","11","Bogotá","13.808","2023-02-28"
"2021-03-14","2021","13","Bolívar","1.399","2023-02-28"
"2021-03-14","2021","13001","Cartagena","1.225","2023-02-28"
"2021-03-14","2021","15","Boyacá","1.507","2023-02-28"
"2021-03-14","2021","17","Caldas","2.004","2023-02-28"
"2021-03-14","2021","18","Caquetá","123","2023-02-28"
"2021-03-14","2021","85","Casanare","184","2023-02-28"
"2021-03-14","2021","19","Cauca","627","2023-02-28"
"2021-03-14","2021","20","Cesar","577","2023-02-28"
"2021-03-14","2021","27","Chocó","285","2023-02-28"
"2021-03-14","2021","23","Córdoba","1.470","2023-02-28"
"2021-03-14","2021","25","Cundinamarca","1.307","2023-02-28"
"2021-03-14","2021","41","Huila","598","2023-02-28"
"2021-03-14","2021","44","La Guajira","969","2023-02-28"
"2021-03-14","2021","47","Magdalena","531","2023-02-28"
"2021-03-14","2021","47001","Santa Marta","89","2023-02-28"
"2021-03-14","2021","50","Meta","186","2023-02-28"
"2021-03-14","2021","52","Nariño","2.189","2023-02-28"
"2021-03-14","2021","54","Norte de Santander","1.510","2023-02-28"
"2021-03-14","2021","86","Putumayo","36","2023-02-28"
"2021-03-14","2021","63","Quindío","586","2023-02-28"
"2021-03-14","2021","66","Risaralda","1.533","2023-02-28"
"2021-03-14","2021","68","Santander","3.640","2023-02-28"
"2021-03-14","2021","70","Sucre","276","2023-02-28"
"2021-03-14","2021","73","Tolima","1.804","2023-02-28"
"2021-03-14","2021","76","Valle del Cauca","7.367","2023-02-28"
"2021-03-15","2021","05","Antioquia","11.177","2023-02-28"
"2021-03-15","2021","81","Arauca","321","2023-02-28"
"2021-03-15","2021","08","Atlántico","1.264","2023-02-28"
"2021-03-15","2021","08001","Barranquilla","1.495","2023-02-28"
"2021-03-15","2021","11","Bogotá","6.776","2023-02-28"
"2021-03-15","2021","13","Bolívar","1.083","2023-02-28"
"2021-03-15","2021","13001","Cartagena","1.403","2023-02-28"
"2021-03-15","2021","15","Boyacá","2.445","2023-02-28"
"2021-03-15","2021","17","Caldas","994","2023-02-28"
"2021-03-15","2021","18","Caquetá","357","2023-02-28"
"2021-03-15","2021","85","Casanare","226","2023-02-28"
"2021-03-15","2021","19","Cauca","1.481","2023-02-28"
"2021-03-15","2021","20","Cesar","1.200","2023-02-28"
"2021-03-15","2021","27","Chocó","460","2023-02-28"
"2021-03-15","2021","23","Córdoba","1.877","2023-02-28"
"2021-03-15","2021","25","Cundinamarca","7.475","2023-02-28"
"2021-03-15","2021","94","Guainía","130","2023-02-28"
"2021-03-15","2021","95","Guaviare","17","2023-02-28"
"2021-03-15","2021","41","Huila","1.299","2023-02-28"
"2021-03-15","2021","44","La Guajira","469","2023-02-28"
"2021-03-15","2021","47","Magdalena","598","2023-02-28"
"2021-03-15","2021","47001","Santa Marta","227","2023-02-28"
"2021-03-15","2021","50","Meta","1.262","2023-02-28"
"2021-03-15","2021","52","Nariño","2.278","2023-02-28"
"2021-03-15","2021","54","Norte de Santander","2.076","2023-02-28"
"2021-03-15","2021","86","Putumayo","292","2023-02-28"
"2021-03-15","2021","63","Quindío","1.023","2023-02-28"
"2021-03-15","2021","66","Risaralda","639","2023-02-28"
"2021-03-15","2021","88","San Andrés y Providencia","30","2023-02-28"
"2021-03-15","2021","68","Santander","3.508","2023-02-28"
"2021-03-15","2021","70","Sucre","1.550","2023-02-28"
"2021-03-15","2021","73","Tolima","3.046","2023-02-28"
"2021-03-15","2021","76","Valle del Cauca","5.845","2023-02-28"
"2021-03-15","2021","76109","Buenaventura","51","2023-02-28"
"2021-03-15","2021","97","Vaupés","33","2023-02-28"
"2021-03-16","2021","05","Antioquia","9.365","2023-02-28"
"2021-03-16","2021","81","Arauca","182","2023-02-28"
"2021-03-16","2021","08","Atlántico","791","2023-02-28"
"2021-03-16","2021","08001","Barranquilla","1.655","2023-02-28"
"2021-03-16","2021","11","Bogotá","8.598","2023-02-28"
"2021-03-16","2021","13","Bolívar","927","2023-02-28"
"2021-03-16","2021","13001","Cartagena","1.602","2023-02-28"
"2021-03-16","2021","15","Boyacá","1.897","2023-02-28"
"2021-03-16","2021","17","Caldas","1.417","2023-02-28"
"2021-03-16","2021","18","Caquetá","452","2023-02-28"
"2021-03-16","2021","85","Casanare","460","2023-02-28"
"2021-03-16","2021","19","Cauca","1.058","2023-02-28"
"2021-03-16","2021","20","Cesar","1.044","2023-02-28"
"2021-03-16","2021","27","Chocó","335","2023-02-28"
"2021-03-16","2021","23","Córdoba","1.585","2023-02-28"
"2021-03-16","2021","25","Cundinamarca","241","2023-02-28"
"2021-03-16","2021","94","Guainía","103","2023-02-28"
"2021-03-16","2021","95","Guaviare","36","2023-02-28"
"2021-03-16","2021","41","Huila","1.587","2023-02-28"
"2021-03-16","2021","44","La Guajira","317","2023-02-28"
"2021-03-16","2021","47","Magdalena","506","2023-02-28"
"2021-03-16","2021","47001","Santa Marta","318","2023-02-28"
"2021-03-16","2021","50","Meta","1.174","2023-02-28"
"2021-03-16","2021","52","Nariño","1.785","2023-02-28"
"2021-03-16","2021","54","Norte de Santander","1.538","2023-02-28"
"2021-03-16","2021","86","Putumayo","321","2023-02-28"
"2021-03-16","2021","63","Quindío","1.154","2023-02-28"
"2021-03-16","2021","66","Risaralda","762","2023-02-28"
"2021-03-16","2021","88","San Andrés y Providencia","16","2023-02-28"
"2021-03-16","2021","68","Santander","2.960","2023-02-28"
"2021-03-16","2021","70","Sucre","975","2023-02-28"
"2021-03-16","2021","73","Tolima","3.322","2023-02-28"
"2021-03-16","2021","76","Valle del Cauca","4.599","2023-02-28"
"2021-03-16","2021","76109","Buenaventura","90","2023-02-28"
"2021-03-16","2021","97","Vaupés","83","2023-02-28"
"2021-03-16","2021","99","Vichada","11","2023-02-28"
"2021-03-17","2021","91","Amazonas","13","2023-02-28"
"2021-03-17","2021","05","Antioquia","7.930","2023-02-28"
"2021-03-17","2021","81","Arauca","191","2023-02-28"
"2021-03-17","2021","08","Atlántico","550","2023-02-28"
"2021-03-17","2021","08001","Barranquilla","1.842","2023-02-28"
"2021-03-17","2021","11","Bogotá","8.576","2023-02-28"
"2021-03-17","2021","13","Bolívar","1.546","2023-02-28"
"2021-03-17","2021","13001","Cartagena","899","2023-02-28"
"2021-03-17","2021","15","Boyacá","2.597","2023-02-28"
"2021-03-17","2021","17","Caldas","808","2023-02-28"
"2021-03-17","2021","18","Caquetá","188","2023-02-28"
"2021-03-17","2021","85","Casanare","86","2023-02-28"
"2021-03-17","2021","19","Cauca","373","2023-02-28"
"2021-03-17","2021","20","Cesar","1.338","2023-02-28"
"2021-03-17","2021","27","Chocó","248","2023-02-28"
"2021-03-17","2021","23","Córdoba","1.414","2023-02-28"
"2021-03-17","2021","25","Cundinamarca","14","2023-02-28"
"2021-03-17","2021","94","Guainía","244","2023-02-28"
"2021-03-17","2021","95","Guaviare","113","2023-02-28"
"2021-03-17","2021","41","Huila","1.137","2023-02-28"
"2021-03-17","2021","44","La Guajira","1.409","2023-02-28"
"2021-03-17","2021","47","Magdalena","1.273","2023-02-28"
"2021-03-17","2021","47001","Santa Marta","128","2023-02-28"
"2021-03-17","2021","50","Meta","1.072","2023-02-28"
"2021-03-17","2021","52","Nariño","1.010","2023-02-28"
"2021-03-17","2021","54","Norte de Santander","2.578","2023-02-28"
"2021-03-17","2021","86","Putumayo","215","2023-02-28"
"2021-03-17","2021","63","Quindío","910","2023-02-28"
"2021-03-17","2021","66","Risaralda","590","2023-02-28"
"2021-03-17","2021","88","San Andrés y Providencia","35","2023-02-28"
"2021-03-17","2021","68","Santander","3.167","2023-02-28"
